countryCode,name,wikidataID,gender,twitterScreenname,twitterID,positionHeld,group,groupFromState,district
US,Denver Riggleman,http://www.wikidata.org/entity/Q28086149,male,repriggleman,1080504024695222273,Member of the United States House of Representatives from Virginia || United States representative,Republican Party,Republican Party,Virginia's 5th congressional district
US,Elaine Luria,http://www.wikidata.org/entity/Q58323073,female,elaineluriava,950111395378597888,Member of the United States House of Representatives from Virginia || United States representative,Democratic Party,Democratic Party,Virginia's 2nd congressional district
US,John Lewis,http://www.wikidata.org/entity/Q45380,male,repjohnlewis,29450962,United States representative,Democratic Party,Democratic Party,Georgia's 5th congressional district
US,Nancy Pelosi,http://www.wikidata.org/entity/Q170581,female,teampelosi || speakerpelosi,2461810448 || 15764644,United States representative,Democratic Party,Democratic Party,California's 12th congressional district
US,Jackie Speier,http://www.wikidata.org/entity/Q218544,female,repspeier,24913074,United States representative,Democratic Party,Democratic Party,California's 14th congressional district
US,Barbara Lee,http://www.wikidata.org/entity/Q289317,female,repbarbaralee,248735463,United States representative,Democratic Party,Democratic Party,California's 13th congressional district
US,John Carter,http://www.wikidata.org/entity/Q369814,male,judgecarter,18030431,United States representative,Republican Party,Republican Party,Texas's 31st congressional district
US,Mike Turner,http://www.wikidata.org/entity/Q505722,male,repmiketurner,51228911,United States representative,Republican Party,Republican Party,Ohio's 10th congressional district
US,Steve Chabot,http://www.wikidata.org/entity/Q506694,male,repstevechabot,237750442,United States representative,Republican Party,Republican Party,Ohio's 1st congressional district
US,Dan Lipinski,http://www.wikidata.org/entity/Q518424,male,replipinski,1009269193,United States representative,Democratic Party,Democratic Party,Illinois's 3rd congressional district
US,Chuck Fleischmann,http://www.wikidata.org/entity/Q521959,male,repchuck,235190657,United States representative,Republican Party,Republican Party,Tennessee's 3rd congressional district
US,Steve King,http://www.wikidata.org/entity/Q749710,male,stevekingia,48117116,United States representative,Republican Party,Republican Party,Iowa's 4th congressional district
US,Mario Díaz-Balart,http://www.wikidata.org/entity/Q767270,male,mariodb,37094727,United States representative,Republican Party || Democratic Party,Republican Party,Florida's 25th congressional district
US,Billy Long,http://www.wikidata.org/entity/Q863171,male,usreplong,1444015610,United States representative,Republican Party,Republican Party,Missouri's 7th congressional district
US,Larry Bucshon,http://www.wikidata.org/entity/Q944286,male,replarrybucshon,234812598,United States representative,Republican Party,Republican Party,Indiana's 8th congressional district
US,Raúl Grijalva,http://www.wikidata.org/entity/Q946606,male,repraulgrijalva,28602948,United States representative,Democratic Party || Raza Unida Party,Democratic Party,Arizona's 3rd congressional district
US,Frank Pallone,http://www.wikidata.org/entity/Q965289,male,frankpallone || pallonefornj,31801993 || 1265423480,United States representative,Democratic Party,Democratic Party,New Jersey's 6th congressional district
US,Hank Johnson,http://www.wikidata.org/entity/Q983537,male,rephankjohnson,24745957,United States representative,Democratic Party,Democratic Party,Georgia's 4th congressional district
US,John Sarbanes,http://www.wikidata.org/entity/Q984509,male,repsarbanes,364415553,United States representative,Democratic Party,Democratic Party,Maryland's 3rd congressional district
US,Jeff Duncan,http://www.wikidata.org/entity/Q1027026,male,repjeffduncan,240393970,United States representative,Republican Party,Republican Party,South Carolina's 3rd congressional district
US,Joaquín Castro,http://www.wikidata.org/entity/Q1167934,male,joaquincastrotx,231510077,United States representative,Democratic Party,Democratic Party,Texas's 20th congressional district
US,Emanuel Cleaver,http://www.wikidata.org/entity/Q1334654,male,repcleaver,163570705,United States representative,Democratic Party,Democratic Party,Missouri's 5th congressional district
US,Jerry McNerney,http://www.wikidata.org/entity/Q1344743,male,repmcnerney,385429543,United States representative,Democratic Party,Democratic Party,California's 9th congressional district
US,Tom Graves,http://www.wikidata.org/entity/Q1647301,male,reptomgraves,190328374,United States representative,Republican Party,Republican Party,Georgia's 14th congressional district
US,Jim Himes,http://www.wikidata.org/entity/Q1689111,male,jahimes,31611298,United States representative,Democratic Party,Democratic Party,Connecticut's 4th congressional district
US,Pete Olson,http://www.wikidata.org/entity/Q2073303,male,reppeteolson,20053279,United States representative,Republican Party,Republican Party,Texas's 22nd congressional district
US,Scott DesJarlais,http://www.wikidata.org/entity/Q2260839,male,desjarlaistn04,235312723,United States representative,Republican Party,Republican Party,Tennessee's 4th congressional district
US,Brad Schneider,http://www.wikidata.org/entity/Q2923426,male,repschneider || schneider4il10,1071840474 || 278005891,United States representative,Democratic Party,Democratic Party,Illinois's 10th congressional district
US,Don Beyer,http://www.wikidata.org/entity/Q3036086,male,repdonbeyer,2962868158,United States representative,Democratic Party,Democratic Party,Virginia's 8th congressional district
US,Ted Yoho,http://www.wikidata.org/entity/Q3090476,male,reptedyoho,1071900114,United States representative,Republican Party,Republican Party,Florida's 3rd congressional district
US,Mark Meadows,http://www.wikidata.org/entity/Q3956796,male,repmarkmeadows,975198558461800449,United States representative,Republican Party,Republican Party,North Carolina's 11th congressional district
US,Andy Levin,http://www.wikidata.org/entity/Q4760938,male,repandylevin,1080277407867772930,United States representative,Democratic Party,Democratic Party,Michigan's 9th congressional district
US,Ben McAdams,http://www.wikidata.org/entity/Q4886138,male,repbenmcadams,196362083,United States representative,Democratic Party || Utah Democratic Party,Democratic Party,Utah's 4th congressional district
US,Bonnie Watson Coleman,http://www.wikidata.org/entity/Q4942457,female,repbonnie,2968451607,United States representative,Democratic Party,Democratic Party,New Jersey's 12th congressional district
US,Chris Pappas,http://www.wikidata.org/entity/Q5107684,male,repchrispappas || chrispappasnh,1067748650485497862 || 574799823,United States representative,Democratic Party,Democratic Party,New Hampshire's 1st congressional district
US,Donald Norcross,http://www.wikidata.org/entity/Q5294942,male,donaldnorcross,3122099613,United States representative,Democratic Party,Democratic Party,New Jersey's 1st congressional district
US,Elizabeth Cheney,http://www.wikidata.org/entity/Q5362573,female,liz_cheney || replizcheney,98471035 || 816719802328715264,United States representative,Republican Party || Wyoming Republican Party,Republican Party,Wyoming's at-large congressional district
US,Glenn Grothman,http://www.wikidata.org/entity/Q5568836,male,repgrothman,2976606250,United States representative,Republican Party,Republican Party,Wisconsin's 6th congressional district
US,Greg Gianforte,http://www.wikidata.org/entity/Q5605607,male,gregformontana,3420965229,United States representative,Republican Party,Republican Party,Montana's at-large congressional district
US,Jeff Van Drew,http://www.wikidata.org/entity/Q6175202,male,congressmanjvd,1083469084648505344,United States representative,Republican Party || Democratic Party,Democratic Party,New Jersey's 2nd congressional district
US,Joseph Morelle,http://www.wikidata.org/entity/Q6285623,male,repjoemorelle || votemorelle,1064595993222615040 || 977247448820305920,United States representative,Democratic Party,Democratic Party,New York's 25th congressional district
US,Mark DeSaulnier,http://www.wikidata.org/entity/Q6767311,male,repdesaulnier,2968007206,United States representative,Republican Party || Democratic Party || California Democratic Party,Democratic Party,California's 11th congressional district
US,Russ Fulcher,http://www.wikidata.org/entity/Q7381134,male,russfulcher,172944579,United States representative,Republican Party,Republican Party,Idaho's 1st congressional district
US,John Moolenaar,http://www.wikidata.org/entity/Q16194212,male,repmoolenaar,2696643955,United States representative,Republican Party,Republican Party,Michigan's 4th congressional district
US,Brian Babin,http://www.wikidata.org/entity/Q16979824,male,repbrianbabin,2929491549,United States representative,Republican Party,Republican Party,Texas's 36th congressional district
US,John Ratcliffe,http://www.wikidata.org/entity/Q16980175,male,repratcliffe,2847221717,United States representative,Republican Party,Republican Party,Texas's 4th congressional district
US,Garret Graves,http://www.wikidata.org/entity/Q18686454,male,repgarretgraves,2951574214,United States representative,Republican Party,Republican Party,Louisiana's 6th congressional district
US,Tom Malinowski,http://www.wikidata.org/entity/Q23772336,male,repmalinowski || malinowski,1080898026418384897 || 811239440916054016,United States representative,Democratic Party,Democratic Party,New Jersey's 7th congressional district
US,Neal Dunn,http://www.wikidata.org/entity/Q27733851,male,drnealdunnfl2 || dunncampaign,815952318487298048 || 3433189197,United States representative,Republican Party,Republican Party,Florida's 2nd congressional district
US,Jared Golden,http://www.wikidata.org/entity/Q41694157,male,golden4congress,900516768032202752,United States representative,Democratic Party,Democratic Party,Maine's 2nd congressional district
US,Kelly M. Armstrong,http://www.wikidata.org/entity/Q50362353,male,reparmstrongnd || armstrong_nd,1080515866255593472 || 964996994623311874,United States representative,Republican Party,Republican Party,North Dakota's at-large congressional district
US,Sean Casten,http://www.wikidata.org/entity/Q55386655,male,repcasten,1083472286089396224,United States representative,Democratic Party,Democratic Party,Illinois's 6th congressional district
US,Joe Neguse,http://www.wikidata.org/entity/Q57242006,male,joeneguse,1542372750,United States representative,Democratic Party,Democratic Party,Colorado's 2nd congressional district
US,Jason Crow,http://www.wikidata.org/entity/Q58323071,male,repjasoncrow,1080191866509901826,United States representative,Democratic Party,Democratic Party,Colorado's 6th congressional district
US,Chip Roy,http://www.wikidata.org/entity/Q58333615,male,repchiproy,1082790600292925440,United States representative,Republican Party,Republican Party,Texas's 21st congressional district
US,Katie Porter,http://www.wikidata.org/entity/Q58754391,female,katieporteroc || repkatieporter,617266600 || 1081222837459996672,United States representative,Democratic Party,Democratic Party,California's 45th congressional district
US,Michael Guest,http://www.wikidata.org/entity/Q60428645,male,guestcongress || repmichaelguest,953749679166156800 || 1081243468327018496,United States representative,Republican Party,Republican Party,Mississippi's 3rd congressional district
US,Adam Kinzinger,http://www.wikidata.org/entity/Q349955,male,repkinzinger,219429281,United States representative,Republican Party,Republican Party,Illinois's 16th congressional district
US,John B. Larson,http://www.wikidata.org/entity/Q357832,male,repjohnlarson,50452197,United States representative,Democratic Party,Democratic Party,Connecticut's 1st congressional district
US,Betty McCollum,http://www.wikidata.org/entity/Q434893,female,bettymccollum04 || votebetty,516880804 || 164414525,United States representative,Democratic Party || Minnesota Democratic–Farmer–Labor Party,Democratic Party,Minnesota's 4th congressional district
US,Martha Roby,http://www.wikidata.org/entity/Q439117,female,repmartharoby,224294785,United States representative,Republican Party,Republican Party,Alabama's 2nd congressional district
US,Jan Schakowsky,http://www.wikidata.org/entity/Q440885,female,janschakowsky,24195214,United States representative,Democratic Party,Democratic Party,Illinois's 9th congressional district
US,Judy Chu,http://www.wikidata.org/entity/Q460035,female,repjudychu,193732179,United States representative,Democratic Party,Democratic Party,California's 27th congressional district
US,Nita Lowey,http://www.wikidata.org/entity/Q460652,female,nitalowey,221792092,United States representative,Democratic Party,Democratic Party,New York's 17th congressional district
US,Kay Granger,http://www.wikidata.org/entity/Q468807,female,repkaygranger,161743731,United States representative,Republican Party,Republican Party,Texas's 12th congressional district
US,Kevin Brady,http://www.wikidata.org/entity/Q472241,male,repkevinbrady,19926675,United States representative,Republican Party,Republican Party,Texas's 8th congressional district
US,Tom McClintock,http://www.wikidata.org/entity/Q535887,male,repmcclintock,50152441,United States representative,Republican Party,Republican Party,California's 4th congressional district
US,Rob Wittman,http://www.wikidata.org/entity/Q541251,male,robwittman,15356407,United States representative,Republican Party,Republican Party,Virginia's 1st congressional district
US,Robert Aderholt,http://www.wikidata.org/entity/Q672671,male,robert_aderholt,76452765,United States representative,Republican Party,Republican Party,Alabama's 4th congressional district
US,Scott Tipton,http://www.wikidata.org/entity/Q782994,male,reptipton,242873057,United States representative,Republican Party,Republican Party,Colorado's 3rd congressional district
US,Bennie Thompson,http://www.wikidata.org/entity/Q817877,male,benniegthompson,82453460,United States representative,Democratic Party,Democratic Party,Mississippi's 2nd congressional district
US,Brad Wenstrup,http://www.wikidata.org/entity/Q892413,male,repbradwenstrup,518644221,United States representative,Republican Party,Republican Party,Ohio's 2nd congressional district
US,Brett Guthrie,http://www.wikidata.org/entity/Q910794,male,brettguthrie,114607567,United States representative,Republican Party,Republican Party,Kentucky's 2nd congressional district
US,David Cicilline,http://www.wikidata.org/entity/Q938498,male,repcicilline,462143773,United States representative,Democratic Party,Democratic Party,Rhode Island's 1st congressional district
US,Jim Sensenbrenner,http://www.wikidata.org/entity/Q952268,male,jimpressoffice,851621377,United States representative,Republican Party,Republican Party,Wisconsin's 5th congressional district
US,William Lacy Clay,http://www.wikidata.org/entity/Q959455,male,lacyclaymo1,584912320,United States representative,Democratic Party,Democratic Party,Missouri's 1st congressional district
US,Joyce Beatty,http://www.wikidata.org/entity/Q976417,female,repbeatty,1531521632,United States representative,Democratic Party,Democratic Party,Ohio's 3rd congressional district
US,Greg Walden,http://www.wikidata.org/entity/Q1397359,male,repgregwalden,32010840,United States representative,Republican Party || Oregon Republican Party,Republican Party,Oregon's 2nd congressional district
US,Ken Buck,http://www.wikidata.org/entity/Q1439421,male,repkenbuck,2862577383,United States representative,Republican Party,Republican Party,Colorado's 4th congressional district
US,Gregory Meeks,http://www.wikidata.org/entity/Q1545391,male,repgregorymeeks,22812754,United States representative,Democratic Party,Democratic Party,New York's 5th congressional district
US,Morgan Griffith,http://www.wikidata.org/entity/Q1684857,male,repmgriffith,234057152,United States representative,Republican Party,Republican Party,Virginia's 9th congressional district
US,Mo Brooks,http://www.wikidata.org/entity/Q1941306,male,repmobrooks,237299871,United States representative,Republican Party,Republican Party,Alabama's 5th congressional district
US,Paul Gosar,http://www.wikidata.org/entity/Q2059832,male,drpaulgosar || repgosar,872148729184362497 || 240760644,United States representative,Republican Party,Republican Party,Arizona's 4th congressional district
US,Paul Cook,http://www.wikidata.org/entity/Q3408766,male,reppaulcook,1074412920,United States representative,Republican Party,Republican Party,California's 8th congressional district
US,Juan Vargas,http://www.wikidata.org/entity/Q3791701,male,repjuanvargas,1260172386,United States representative,Democratic Party,Democratic Party,California's 51st congressional district
US,Dan Kildee,http://www.wikidata.org/entity/Q3880272,male,repdankildee,1045110018,United States representative,Democratic Party,Democratic Party,Michigan's 5th congressional district
US,George Holding,http://www.wikidata.org/entity/Q3956828,male,repholding,1058460818,United States representative,Republican Party,Republican Party,North Carolina's 2nd congressional district
US,Roger Williams,http://www.wikidata.org/entity/Q4014560,male,reprwilliams,1077446982,United States representative,Republican Party,Republican Party,Texas's 25th congressional district
US,"Alfred Lawson, Jr.",http://www.wikidata.org/entity/Q4723052,male,repallawsonjr,818472418620608512,United States representative,Democratic Party,Democratic Party,Florida's 5th congressional district
US,Alma Adams,http://www.wikidata.org/entity/Q4733597,female,repadams,2916086925,United States representative,Democratic Party,Democratic Party,North Carolina's 12th congressional district
US,Brenda Lawrence,http://www.wikidata.org/entity/Q4960712,female,replawrence,2863006655,United States representative,Democratic Party,Democratic Party,Michigan's 14th congressional district
US,Jason T. Smith,http://www.wikidata.org/entity/Q6163589,male,repjasonsmith,1623308912,United States representative,Republican Party,Republican Party,Missouri's 8th congressional district
US,John R. Curtis,http://www.wikidata.org/entity/Q6253810,male,repjohncurtis,931614483050414080,United States representative,Republican Party,Republican Party,Utah's 3rd congressional district
US,Raja Krishnamoorthi,http://www.wikidata.org/entity/Q7285471,male,congressmanraja,814179031956488192,United States representative,Democratic Party,Democratic Party,Illinois's 8th congressional district
US,Ross Spano,http://www.wikidata.org/entity/Q16196710,male,rossspano,605615715,United States representative,Republican Party,Republican Party,Florida's 15th congressional district
US,Jennifer Wexton,http://www.wikidata.org/entity/Q16206735,female,jenniferwexton,2212905492,United States representative,Democratic Party,Democratic Party,Virginia's 10th congressional district
US,Lee Zeldin,http://www.wikidata.org/entity/Q16221257,male,repleezeldin || leezeldin,2750127259 || 15874918,United States representative,Republican Party,Republican Party,New York's 1st congressional district
US,Will Hurd,http://www.wikidata.org/entity/Q18639742,male,hurdonthehill || willhurd,2963445730 || 74313566,United States representative,Republican Party,Republican Party,Texas's 23rd congressional district
US,Don Bacon,http://www.wikidata.org/entity/Q19757583,male,repdonbacon,818975124460335106,United States representative,Republican Party,Republican Party,Nebraska's 2nd congressional district
US,Mike Johnson,http://www.wikidata.org/entity/Q19880665,male,repmikejohnson,827279765287559171,United States representative,Republican Party,Republican Party,Louisiana's 4th congressional district
US,Jimmy Panetta,http://www.wikidata.org/entity/Q27733776,male,repjimmypanetta,796736612554117120,United States representative,Democratic Party,Democratic Party,California's 20th congressional district
US,Stephanie Murphy,http://www.wikidata.org/entity/Q27804538,female,repstephmurphy,796183515998068736,United States representative,Democratic Party,Democratic Party,Florida's 7th congressional district
US,David Trone,http://www.wikidata.org/entity/Q29446408,male,davidjtrone,4851790919,United States representative,Democratic Party,Democratic Party,Maryland's 6th congressional district
US,John W. Rose,http://www.wikidata.org/entity/Q33044040,male,repjohnrose,1081312310059253763,United States representative,Republican Party,Republican Party,Tennessee's 6th congressional district
US,Angie Craig,http://www.wikidata.org/entity/Q58324174,female,repangiecraig || angiecraigmn,1080222360643485698 || 411861905,United States representative,Democratic Party,Democratic Party,Minnesota's 2nd congressional district
US,Jim Hagedorn,http://www.wikidata.org/entity/Q58494532,male,rephagedorn,1083474782602125318,United States representative,Republican Party,Republican Party,Minnesota's 1st congressional district
US,Mike Garcia,http://www.wikidata.org/entity/Q94236068,male,repmikegarcia,1262531473057423361,United States representative,Republican Party,Republican Party,California's 25th congressional district
US,David Scott,http://www.wikidata.org/entity/Q132071,male,repdavidscott,168673083,United States representative,Democratic Party,Democratic Party,Georgia's 13th congressional district
US,Zoe Lofgren,http://www.wikidata.org/entity/Q218217,female,repzoelofgren,267938462,United States representative,Democratic Party,Democratic Party,California's 19th congressional district
US,Frank Lucas,http://www.wikidata.org/entity/Q246049,male,repfranklucas,242772524,United States representative,Republican Party,Republican Party,Oklahoma's 3rd congressional district
US,Cathy McMorris Rodgers,http://www.wikidata.org/entity/Q293343,female,cathymcmorris,17976923,United States representative,Republican Party,Republican Party,Washington's 5th congressional district
US,Ben R. Luján,http://www.wikidata.org/entity/Q324256,male,senatorlujan || benraylujan,19318314,United States representative,Democratic Party,Democratic Party,New Mexico's 3rd congressional district
US,Adam Schiff,http://www.wikidata.org/entity/Q350843,male,repadamschiff,29501253,United States representative,Democratic Party,Democratic Party,California's 28th congressional district
US,Adam Smith,http://www.wikidata.org/entity/Q350916,male,repadamsmith,58928690,United States representative,Democratic Party,Democratic Party,Washington's 9th congressional district
US,Lloyd Doggett,http://www.wikidata.org/entity/Q363817,male,replloyddoggett,153944899,United States representative,Democratic Party,Democratic Party,Texas's 35th congressional district
US,Joe Courtney,http://www.wikidata.org/entity/Q434470,male,repjoecourtney,85396297,United States representative,Democratic Party,Democratic Party,Connecticut's 2nd congressional district
US,Carolyn Maloney,http://www.wikidata.org/entity/Q455833,female,carolynbmaloney || repmaloney,119250381 || 258900199,United States representative,Democratic Party,Democratic Party,New York's 12th congressional district
US,José Enrique Serrano,http://www.wikidata.org/entity/Q460267,male,repjoseserrano,33563161,United States representative,Democratic Party,Democratic Party,New York's 15th congressional district
US,Frederica Wilson,http://www.wikidata.org/entity/Q461504,female,repwilson,234014087,United States representative,Democratic Party,Democratic Party,Florida's 24th congressional district
US,Yvette Clarke,http://www.wikidata.org/entity/Q461679,female,yvetteclarke || repyvetteclarke,790257384572743680 || 240812994,United States representative,Democratic Party,Democratic Party,New York's 9th congressional district
US,Jerrold Nadler,http://www.wikidata.org/entity/Q505598,male,repjerrynadler,40302336,United States representative,Democratic Party,Democratic Party,New York's 10th congressional district
US,Albio Sires,http://www.wikidata.org/entity/Q527509,male,repsires,18696134,United States representative,Republican Party || Democratic Party,Democratic Party,New Jersey's 8th congressional district
US,Devin Nunes,http://www.wikidata.org/entity/Q539493,male,devinnunes,54412900,United States representative,Republican Party,Republican Party,California's 22nd congressional district
US,Hal Rogers,http://www.wikidata.org/entity/Q547153,male,rephalrogers,550401754,United States representative,Republican Party,Republican Party,Kentucky's 5th congressional district
US,Ann Kirkpatrick,http://www.wikidata.org/entity/Q558460,female,repkirkpatrick || ann_kirkpatrick,1081240074946252801 || 272004287,United States representative,Democratic Party,Democratic Party,Arizona's 2nd congressional district
US,Ed Case,http://www.wikidata.org/entity/Q597613,male,edcasehawaii || repedcase,21737536 || 1081350574589833221,United States representative,Democratic Party,Democratic Party,Hawaii's 1st congressional district
US,David Loebsack,http://www.wikidata.org/entity/Q771586,male,daveloebsack || daveforiowa,510516465 || 583486767,United States representative,Democratic Party,Democratic Party,Iowa's 2nd congressional district
US,Bob Gibbs,http://www.wikidata.org/entity/Q887945,male,repbobgibbs,234822928,United States representative,Republican Party,Republican Party,Ohio's 7th congressional district
US,Bobby Scott,http://www.wikidata.org/entity/Q888668,male,bobbyscott,161791703,United States representative,Democratic Party,Democratic Party,Virginia's 3rd congressional district
US,David Price,http://www.wikidata.org/entity/Q984010,male,repdavideprice,155669457,United States representative,Democratic Party,Democratic Party,North Carolina's 4th congressional district
US,Daniel Webster,http://www.wikidata.org/entity/Q1163099,male,repwebster,281540744,United States representative,Republican Party,Republican Party,Florida's 11th congressional district
US,"Donald Payne, Jr.",http://www.wikidata.org/entity/Q1240224,male,repdonaldpayne,1155335864,United States representative,Democratic Party,Democratic Party,New Jersey's 10th congressional district
US,Gerry Connolly,http://www.wikidata.org/entity/Q1514859,male,gerryconnolly,78445977,United States representative,Democratic Party,Democratic Party,Virginia's 11th congressional district
US,John Shimkus,http://www.wikidata.org/entity/Q1701747,male,repshimkus,15600527,United States representative,Republican Party,Republican Party,Illinois's 15th congressional district
US,Patrick McHenry,http://www.wikidata.org/entity/Q2057809,male,patrickmchenry,27676828,United States representative,Republican Party,Republican Party,North Carolina's 10th congressional district
US,Suzan DelBene,http://www.wikidata.org/entity/Q2091892,female,repdelbene,995193054,United States representative,Democratic Party,Democratic Party,Washington's 1st congressional district
US,Sean Patrick Maloney,http://www.wikidata.org/entity/Q2262244,male,repseanmaloney,1072467470,United States representative,Democratic Party,Democratic Party,New York's 18th congressional district
US,Susan Brooks,http://www.wikidata.org/entity/Q3225324,female,susanwbrooks,1074101017,United States representative,Republican Party,Republican Party,Indiana's 5th congressional district
US,Tony Cárdenas,http://www.wikidata.org/entity/Q3620422,male,repcardenas,1222257180,United States representative,Democratic Party,Democratic Party,California's 29th congressional district
US,Scott Peters,http://www.wikidata.org/entity/Q3791514,male,scottpeterssd || repscottpeters,292594517 || 1135486501,United States representative,Democratic Party,Democratic Party,California's 52nd congressional district
US,Tom Rice,http://www.wikidata.org/entity/Q3956858,male,reptomrice,1058345042,United States representative,Republican Party,Republican Party,South Carolina's 7th congressional district
US,Richard Hudson,http://www.wikidata.org/entity/Q3956999,male,reprichhudson,935033864,United States representative,Republican Party,Republican Party,North Carolina's 8th congressional district
US,Matt Cartwright,http://www.wikidata.org/entity/Q4111531,male,repcartwright,776664410,United States representative,Democratic Party,Democratic Party,Pennsylvania's 8th congressional district
US,A. Donald McEachin,http://www.wikidata.org/entity/Q4647699,male,repmceachin,816181091673448448,United States representative,Democratic Party,Democratic Party,Virginia's 4th congressional district
US,Alex X. Mooney,http://www.wikidata.org/entity/Q4718026,male,repalexmooney,2964526557,United States representative,Republican Party,Republican Party,West Virginia's 2nd congressional district
